,taxa,genus,family,order,class
585,53634,Acidimicrobium,Acidimicrobiaceae,Acidimicrobiales,Acidimicrobiia
820,121038,Ferrimicrobium,Acidimicrobiaceae,Acidimicrobiales,Acidimicrobiia
536,467975,Iamia,Iamiaceae,Acidimicrobiales,Acidimicrobiia
640,643949,Ferrithrix,Acidimicrobiaceae,Acidimicrobiales,Acidimicrobiia
659,682522,Ilumatobacter,Acidimicrobiaceae,Acidimicrobiales,Acidimicrobiia
46,119977,Acidithiobacillus,Acidithiobacillaceae,Acidithiobacillales,Acidithiobacillia
1283,119979,Thermithiobacillus,Thermithiobacillaceae,Acidithiobacillales,Acidithiobacillia
428,33973,Acidobacterium,Acidobacteriaceae,Acidobacteriales,Acidobacteriia
1431,388463,Edaphobacter,Acidobacteriaceae,Acidobacteriales,Acidobacteriia
473,392733,Terriglobus,Acidobacteriaceae,Acidobacteriales,Acidobacteriia
649,658061,Candidatus Koribacter,Acidobacteriaceae,Acidobacteriales,Acidobacteriia
757,940557,Granulicella,Acidobacteriaceae,Acidobacteriales,Acidobacteriia
787,1078830,Acidicapsa,Acidobacteriaceae,Acidobacteriales,Acidobacteriia
64,1269,Micrococcus,Micrococcaceae,Micrococcales,Actinobacteria
135,1573,Clavibacter,Microbacteriaceae,Micrococcales,Actinobacteria
888,1645,Renibacterium,Micrococcaceae,Micrococcales,Actinobacteria
164,1654,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria
170,1663,Arthrobacter,Micrococcaceae,Micrococcales,Actinobacteria
174,1678,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria
179,1696,Brevibacterium,Brevibacteriaceae,Micrococcales,Actinobacteria
180,1707,Cellulomonas,Cellulomonadaceae,Micrococcales,Actinobacteria
182,1716,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria
188,1743,Propionibacterium,Propionibacteriaceae,Propionibacteriales,Actinobacteria
190,1763,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria
196,1813,Amycolatopsis,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria
197,1817,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria
200,1827,Rhodococcus,Nocardiaceae,Corynebacteriales,Actinobacteria
202,1835,Saccharopolyspora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria
203,1839,Nocardioides,Nocardioidaceae,Propionibacteriales,Actinobacteria
205,1847,Pseudonocardia,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria
1421,1849,Actinopolyspora,Actinopolysporaceae,Actinopolysporales,Actinobacteria
208,1851,Saccharomonospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria
923,1854,Frankia,Frankiaceae,Frankiales,Actinobacteria
925,1860,Geodermatophilus,Geodermatophilaceae,Geodermatophilales,Actinobacteria
1479,1862,Dermatophilus,Dermatophilaceae,Micrococcales,Actinobacteria
209,1865,Actinoplanes,Micromonosporaceae,Micromonosporales,Actinobacteria
216,1873,Micromonospora,Micromonosporaceae,Micromonosporales,Actinobacteria
219,1883,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria
239,1988,Actinomadura,Thermomonosporaceae,Streptosporangiales,Actinobacteria
241,2000,Streptosporangium,Streptosporangiaceae,Streptosporangiales,Actinobacteria
1484,2005,Microbispora,Streptosporangiaceae,Streptosporangiales,Actinobacteria
246,2013,Nocardiopsis,Nocardiopsaceae,Streptosporangiales,Actinobacteria
936,2019,Thermomonospora,Thermomonosporaceae,Streptosporangiales,Actinobacteria
1485,2029,Kibdelosporangium,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria
250,2034,Curtobacterium,Microbacteriaceae,Micrococcales,Actinobacteria
940,2038,Tropheryma,unclassified Micrococcales,Micrococcales,Actinobacteria
942,2040,Aeromicrobium,Nocardioidaceae,Propionibacteriales,Actinobacteria
257,2044,Pimelobacter,Nocardioidaceae,Propionibacteriales,Actinobacteria
260,2050,Mobiluncus,Actinomycetaceae,Actinomycetales,Actinobacteria
261,2053,Gordonia,Gordoniaceae,Corynebacteriales,Actinobacteria
264,2060,Tsukamurella,Tsukamurellaceae,Corynebacteriales,Actinobacteria
265,2063,Kitasatospora,Streptomycetaceae,Streptomycetales,Actinobacteria
949,2071,Saccharothrix,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria
344,2701,Gardnerella,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria
837,13242,Rarobacter,Rarobacteraceae,Micrococcales,Actinobacteria
1014,28048,Acidothermus,Acidothermaceae,Acidothermales,Actinobacteria
1023,28263,Arcanobacterium,Actinomycetaceae,Actinomycetales,Actinobacteria
1040,29404,Microlunatus,Propionibacteriaceae,Propionibacteriales,Actinobacteria
405,32207,Rothia,Micrococcaceae,Micrococcales,Actinobacteria
423,33877,Agromyces,Microbacteriaceae,Micrococcales,Actinobacteria
424,33882,Microbacterium,Microbacteriaceae,Micrococcales,Actinobacteria
425,33886,Rathayibacter,Microbacteriaceae,Micrococcales,Actinobacteria
429,33981,Kineococcus,Kineosporiaceae,Kineosporiales,Actinobacteria
1067,33983,Luteococcus,Propionibacteriaceae,Propionibacteriales,Actinobacteria
1076,35750,Sporichthya,Sporichthyaceae,Frankiales,Actinobacteria
1077,35753,Dactylosporangium,Micromonosporaceae,Micromonosporales,Actinobacteria
457,36739,Dermabacter,Dermabacteraceae,Micrococcales,Actinobacteria
466,37914,Dietzia,Dietziaceae,Corynebacteriales,Actinobacteria
467,37924,Thermocrispum,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria
1094,38501,Blastococcus,Geodermatophilaceae,Geodermatophilales,Actinobacteria
507,43668,Brachybacterium,Dermabacteraceae,Micrococcales,Actinobacteria
1115,43673,Jonesia,Jonesiaceae,Micrococcales,Actinobacteria
1116,43676,Promicromonospora,Promicromonosporaceae,Micrococcales,Actinobacteria
535,46352,Agrococcus,Microbacteriaceae,Micrococcales,Actinobacteria
554,49184,Kineosporia,Kineosporiaceae,Kineosporiales,Actinobacteria
1164,53357,Intrasporangium,Intrasporangiaceae,Micrococcales,Actinobacteria
1373,53365,Catellatospora,Micromonosporaceae,Micromonosporales,Actinobacteria
1374,53387,Friedmanniella,Nocardioidaceae,Propionibacteriales,Actinobacteria
1376,53456,Propioniferax,Propionibacteriaceae,Propionibacteriales,Actinobacteria
582,53457,Janibacter,Intrasporangiaceae,Micrococcales,Actinobacteria
583,53460,Nakamurella,Nakamurellaceae,Nakamurellales,Actinobacteria
597,55968,Leucobacter,Microbacteriaceae,Micrococcales,Actinobacteria
1174,56433,Couchioplanes,Micromonosporaceae,Micromonosporales,Actinobacteria
604,57493,Kocuria,Micrococcaceae,Micrococcales,Actinobacteria
605,57494,Nesterenkonia,Micrococcaceae,Micrococcales,Actinobacteria
1179,57499,Kytococcus,Dermacoccaceae,Micrococcales,Actinobacteria
612,58108,Actinocorallia,Thermomonosporaceae,Streptosporangiales,Actinobacteria
613,58113,Glycomyces,Glycomycetaceae,Glycomycetales,Actinobacteria
1530,58122,Spirillospora,Thermomonosporaceae,Streptosporangiales,Actinobacteria
1185,59613,Skermania,Gordoniaceae,Corynebacteriales,Actinobacteria
628,60919,Sanguibacter,Sanguibacteraceae,Micrococcales,Actinobacteria
1535,63958,Demetria,Dermacoccaceae,Micrococcales,Actinobacteria
1206,65496,Actinoalloteichus,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria
646,65502,Cryptosporangium,Cryptosporangiaceae,Frankiales,Actinobacteria
1549,69578,Cryobacterium,Microbacteriaceae,Micrococcales,Actinobacteria
1225,72763,Tessaracoccus,Propionibacteriaceae,Propionibacteriales,Actinobacteria
687,76634,Mycetocola,Microbacteriaceae,Micrococcales,Actinobacteria
690,76833,Actinobaculum,Actinomycetaceae,Actinomycetales,Actinobacteria
1241,83677,Thermobifida,Nocardiopsaceae,Streptosporangiales,Actinobacteria
712,83681,Nonomuraea,Streptosporangiaceae,Streptosporangiales,Actinobacteria
1542,84593,Verrucosispora,Micromonosporaceae,Micromonosporales,Actinobacteria
1245,84756,Beutenbergia,Beutenbergiaceae,Micrococcales,Actinobacteria
1406,85043,Williamsia,Williamsiaceae,Corynebacteriales,Actinobacteria
738,86795,Marmoricola,Nocardioidaceae,Propionibacteriales,Actinobacteria
1255,88138,Modestobacter,Geodermatophilaceae,Geodermatophilales,Actinobacteria
1410,99479,Tetrasphaera,Intrasporangiaceae,Micrococcales,Actinobacteria
9,104204,Streptomonospora,Nocardiopsaceae,Streptosporangiales,Actinobacteria
795,110932,Leifsonia,Microbacteriaceae,Micrococcales,Actinobacteria
1550,110934,Agreia,Microbacteriaceae,Micrococcales,Actinobacteria
1457,116071,Micropruina,Nocardioidaceae,Propionibacteriales,Actinobacteria
1416,117156,Actinopolymorpha,Nocardioidaceae,Propionibacteriales,Actinobacteria
60,125287,Ornithinimicrobium,Intrasporangiaceae,Micrococcales,Actinobacteria
1289,130795,Crossiella,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria
86,136099,Knoellia,Intrasporangiaceae,Micrococcales,Actinobacteria
97,142577,Prauserella,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria
1294,144193,Turicella,Corynebacteriaceae,Corynebacteriales,Actinobacteria
865,147067,Thermobispora,Actinobacteria incertae sedis,Actinobacteria,Actinobacteria
1301,154116,Georgenia,Bogoriellaceae,Micrococcales,Actinobacteria
1304,157920,Cellulosimicrobium,Promicromonosporaceae,Micrococcales,Actinobacteria
151,162491,Oerskovia,Cellulomonadaceae,Micrococcales,Actinobacteria
1307,165301,Lentzea,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria
177,168694,Salinispora,Micromonosporaceae,Micromonosporales,Actinobacteria
1562,169133,Citricoccus,Micrococcaceae,Micrococcales,Actinobacteria
199,182639,Kribbella,Nocardioidaceae,Propionibacteriales,Actinobacteria
922,184869,Varibaculum,Actinomycetaceae,Actinomycetales,Actinobacteria
926,186188,Xylanimonas,Promicromonosporaceae,Micrococcales,Actinobacteria
1480,190323,Plantibacter,Microbacteriaceae,Micrococcales,Actinobacteria
236,196081,Scardovia,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria
237,196082,Parascardovia,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria
938,203133,Propionimicrobium,Propionibacteriaceae,Propionibacteriales,Actinobacteria
287,225447,Yaniella,Micrococcaceae,Micrococcales,Actinobacteria
1496,228398,Streptacidiphilus,Streptomycetaceae,Streptomycetales,Actinobacteria
981,235888,Salinibacterium,Microbacteriaceae,Micrococcales,Actinobacteria
303,236052,Propionicimonas,Nocardioidaceae,Propionibacteriales,Actinobacteria
320,253183,Myceligenerans,Promicromonosporaceae,Micrococcales,Actinobacteria
323,254250,Isoptericola,Promicromonosporaceae,Micrococcales,Actinobacteria
324,255204,Pseudoclavibacter,Microbacteriaceae,Micrococcales,Actinobacteria
1501,264147,Millisia,Gordoniaceae,Corynebacteriales,Actinobacteria
337,265976,Serinicoccus,Intrasporangiaceae,Micrococcales,Actinobacteria
339,267408,Arsenicicoccus,Intrasporangiaceae,Micrococcales,Actinobacteria
363,281472,Jiangella,Jiangellaceae,Jiangellales,Actinobacteria
1024,283810,Stackebrandtia,Glycomycetaceae,Glycomycetales,Actinobacteria
374,286801,Segniliparus,Segniliparaceae,Corynebacteriales,Actinobacteria
1428,321315,Sphaerisporangium,Streptosporangiaceae,Streptosporangiales,Actinobacteria
1508,334857,Goodfellowiella,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria
1509,348581,Propionicicella,Nocardioidaceae,Propionibacteriales,Actinobacteria
1513,367298,Phycicoccus,Intrasporangiaceae,Micrococcales,Actinobacteria
1347,370735,Zhihengliuella,Micrococcaceae,Micrococcales,Actinobacteria
1566,390250,Labedella,Microbacteriaceae,Micrococcales,Actinobacteria
471,390988,Actinocatenispora,Micromonosporaceae,Micromonosporales,Actinobacteria
474,396388,Aestuariimicrobium,Propionibacteriaceae,Propionibacteriales,Actinobacteria
1432,402649,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria
492,414715,Actinospica,Actinospicaceae,Catenulisporales,Actinobacteria
1107,414878,Catenulispora,Catenulisporaceae,Catenulisporales,Actinobacteria
496,419014,Alloscardovia,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria
1434,427753,Humibacter,Microbacteriaceae,Micrococcales,Actinobacteria
1154,501022,Glaciibacter,Microbacteriaceae,Micrococcales,Actinobacteria
608,577469,Demequina,Demequinaceae,Micrococcales,Actinobacteria
620,596495,Sciscionella,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria
1186,596707,Sinomonas,Micrococcaceae,Micrococcales,Actinobacteria
1533,613121,Smaragdicoccus,Nocardiaceae,Corynebacteriales,Actinobacteria
633,626119,Ruania,Ruaniaceae,Micrococcales,Actinobacteria
1555,651553,Haloglycomyces,Glycomycetaceae,Glycomycetales,Actinobacteria
1208,667113,Actinoallomurus,Thermomonosporaceae,Streptosporangiales,Actinobacteria
1215,695999,Actinophytocola,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria
665,697025,Hoyosella,unclassified Corynebacteriales,Corynebacteriales,Actinobacteria
1223,718013,Thermasporomyces,Nocardioidaceae,Propionibacteriales,Actinobacteria
1397,741759,Tomitella,unclassified Corynebacteriales,Corynebacteriales,Actinobacteria
1545,908935,Yimella,Dermacoccaceae,Micrococcales,Actinobacteria
764,984996,Mobilicoccus,Dermatophilaceae,Micrococcales,Actinobacteria
1414,1069494,Trueperella,Actinomycetaceae,Actinomycetales,Actinobacteria
27,1096776,Flexivirga,Dermacoccaceae,Micrococcales,Actinobacteria
1453,1121253,Catelliglobosispora,Micromonosporaceae,Micromonosporales,Actinobacteria
1280,1121254,Hamadaea,Micromonosporaceae,Micromonosporales,Actinobacteria
1456,1137960,Allokutzneria,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria
38,1156392,Pseudokineococcus,Kineosporiaceae,Kineosporiales,Actinobacteria
39,1164863,Enteractinococcus,Micrococcaceae,Micrococcales,Actinobacteria
45,1195526,Gryllotalpicola,Microbacteriaceae,Micrococcales,Actinobacteria
1284,1217415,Lysinimicrobium,Demequinaceae,Micrococcales,Actinobacteria
1287,1294511,Naumannella,Propionibacteriaceae,Propionibacteriales,Actinobacteria
1463,1425377,Haloechinothrix,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria
853,1434010,Jatrophihabitans,Frankiaceae,Frankiales,Actinobacteria
163,1653174,Actinotignum,Actinomycetaceae,Actinomycetales,Actinobacteria
186,1742989,Glutamicibacter,Micrococcaceae,Micrococcales,Actinobacteria
1311,1742990,Paeniglutamicibacter,Micrococcaceae,Micrococcales,Actinobacteria
1564,1742992,Paenarthrobacter,Micrococcaceae,Micrococcales,Actinobacteria
187,1742993,Pseudarthrobacter,Micrococcaceae,Micrococcales,Actinobacteria
914,1784839,Tenggerimyces,Nocardioidaceae,Propionibacteriales,Actinobacteria
917,1792303,Sphaerimonospora,Streptosporangiaceae,Streptosporangiales,Actinobacteria
1190,6,Azorhizobium,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria
240,20,Phenylobacterium,Caulobacteraceae,Caulobacterales,Alphaproteobacteria
680,75,Caulobacter,Caulobacteraceae,Caulobacterales,Alphaproteobacteria
700,81,Hyphomicrobium,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria
727,85,Hyphomonas,Hyphomonadaceae,Rhodobacterales,Alphaproteobacteria
755,93,Stella,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria
76,133,Methylocystis,Methylocystaceae,Rhizobiales,Alphaproteobacteria
224,191,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria
300,234,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria
333,265,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria
1012,279,Xanthobacter,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria
460,374,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria
484,407,Methylobacterium,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria
502,425,Methylosinus,Methylocystaceae,Rhizobiales,Alphaproteobacteria
506,434,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria
1120,441,Gluconobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria
571,522,Acidiphilium,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria
575,528,Ochrobactrum,Brucellaceae,Rhizobiales,Alphaproteobacteria
578,532,Beijerinckia,Beijerinckiaceae,Rhizobiales,Alphaproteobacteria
588,541,Zymomonas,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria
688,768,Anaplasma,Anaplasmataceae,Rickettsiales,Alphaproteobacteria
692,773,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria
1556,911,Nitrobacter,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria
1268,943,Ehrlichia,Anaplasmataceae,Rickettsiales,Alphaproteobacteria
779,1041,Erythrobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria
15,1060,Rhodobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria
18,1068,Rhodomicrobium,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria
20,1070,Rhodopila,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria
21,1073,Rhodopseudomonas,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria
23,1081,Rhodospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria
28,1111,Porphyrobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria
991,2433,Roseobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria
347,2723,Hirschia,Hyphomonadaceae,Rhodobacterales,Alphaproteobacteria
836,13134,Magnetospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria
1460,13159,Mycoplana,Brucellaceae,Rhizobiales,Alphaproteobacteria
87,13687,Sphingomonas,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria
359,28100,Phyllobacterium,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria
1332,28209,Chelatococcus,Beijerinckiaceae,Rhizobiales,Alphaproteobacteria
384,29407,Rhodoplanes,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria
399,31988,Aminobacter,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria
1068,33993,Neorickettsia,Anaplasmataceae,Rickettsiales,Alphaproteobacteria
1559,34000,Acidomonas,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria
431,34008,Rhodovulum,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria
1069,34016,Rhodobium,Rhodobiaceae,Rhizobiales,Alphaproteobacteria
432,34019,Candidatus Liberibacter,Rhizobiaceae,Rhizobiales,Alphaproteobacteria
1101,40136,Oligotropha,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria
488,41275,Brevundimonas,Caulobacteraceae,Caulobacterales,Alphaproteobacteria
538,46913,Devosia,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria
542,47494,Pedomicrobium,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria
562,50709,Acidocella,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria
587,53945,Octadecabacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria
619,59282,Blastochloris,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria
626,60136,Sulfitobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria
660,68287,Mesorhizobium,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria
662,69278,Aquamicrobium,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria
1395,69959,Rhodospira,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria
1224,72021,Methylarcula,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria
1445,72173,Citromicrobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria
1227,74030,Roseovarius,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria
677,74317,Maricaulis,Hyphomonadaceae,Rhodobacterales,Alphaproteobacteria
691,76890,Asticcacaulis,Caulobacteraceae,Caulobacterales,Alphaproteobacteria
1400,77583,Craurococcus,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria
1401,77674,Paracraurococcus,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria
703,81894,Prosthecomicrobium,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria
1249,85265,Phaeospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria
1567,85273,Rhodothalassium,Rhodothalassiaceae,Rhodothalassiales,Alphaproteobacteria
730,85274,Rhodovibrio,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria
731,85413,Bosea,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria
1251,86671,Roseospira,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria
1258,89523,Rubrimonas,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria
1259,89583,Gluconacetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria
1263,91914,Asaia,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria
753,92944,Ketogulonicigenium,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria
1409,93682,Roseivivax,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria
1271,97050,Ruegeria,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria
817,119044,Filomicrobium,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria
818,119541,Rhodobaca,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria
49,120652,Methylocella,Beijerinckiaceae,Rhizobiales,Alphaproteobacteria
827,125216,Roseomonas,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria
1298,150203,Blastomonas,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria
869,152053,Starkeya,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria
1300,152161,Stappia,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria
1548,152180,Ahrensia,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria
871,153232,Oceanicaulis,Hyphomonadaceae,Rhodobacterales,Alphaproteobacteria
1468,153497,Kozakia,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria
879,159345,Roseibacterium,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria
1306,160700,Albibacter,Methylocystaceae,Rhizobiales,Alphaproteobacteria
149,162171,Magnetococcus,Magnetococcaceae,Magnetococcales,Alphaproteobacteria
165,165695,Sphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria
166,165696,Novosphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria
167,165697,Sphingopyxis,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria
1475,166953,Kaistia,Rhizobiaceae,Rhizobiales,Alphaproteobacteria
901,168658,Rhodoblastus,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria
1309,168934,Thalassospira,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria
181,171436,Tistrella,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria
183,171673,Inquilinus,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria
920,182269,Aurantimonas,Aurantimonadaceae,Rhizobiales,Alphaproteobacteria
210,186650,Microvirga,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria
221,188905,Jannaschia,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria
927,191028,Leisingera,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria
235,196080,Terasakiella,Methylocystaceae,Rhizobiales,Alphaproteobacteria
238,198251,Candidatus Pelagibacter,Pelagibacteraceae,Pelagibacterales,Alphaproteobacteria
943,204446,Zavarzinia,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria
944,204447,Skermanella,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria
